1000101,3,62.50%,0.91
1110101,5,37.50%,2.51
1010100,3,62.50%,0.91
10010001,5,37.50%,2.51
1010100,3,62.50%,0.91
1010100,3,62.50%,0.91
1010101,4,50.00%,1.41
1100101,4,50.00%,1.41
1010011,6,25.00%,5.66
11101010,3,62.50%,0.91
1000101,3,62.50%,0.91
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
10101111,4,50.00%,1.41
10111100,3,62.50%,0.91
10111,6,25.00%,5.66
1011110,3,62.50%,0.91
1111101,4,50.00%,1.41
10101111,4,50.00%,1.41
11001001,2,75.00%,0.63
10101010,4,50.00%,1.41
1100110,4,50.00%,1.41
10011010,4,50.00%,1.41
10101010,4,50.00%,1.41
1101011,5,37.50%,2.51
1011100,2,75.00%,0.63
1111111,5,37.50%,2.51
10101010,4,50.00%,1.41
10110010,6,25.00%,5.66
1010110,4,50.00%,1.41
1011010,4,50.00%,1.41
1101110,3,62.50%,0.91
11111001,4,50.00%,1.41
100100,4,50.00%,1.41
1010110,4,50.00%,1.41
10001,6,25.00%,5.66
100101,5,37.50%,2.51
1010100,3,62.50%,0.91
10101010,4,50.00%,1.41
1110100,4,50.00%,1.41
1010100,3,62.50%,0.91
1010110,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1011101,3,62.50%,0.91
1010111,5,37.50%,2.51
1110010,6,25.00%,5.66
11110001,5,37.50%,2.51
1010001,5,37.50%,2.51
10101010,4,50.00%,1.41
10101111,4,50.00%,1.41
11101111,3,62.50%,0.91
10101110,3,62.50%,0.91
1010111,5,37.50%,2.51
11011110,2,75.00%,0.63
10101111,4,50.00%,1.41
10111011,6,25.00%,5.66
10111010,5,37.50%,2.51
10101011,5,37.50%,2.51
11101111,3,62.50%,0.91
10101010,4,50.00%,1.41
10001010,3,62.50%,0.91
10001010,3,62.50%,0.91
10101011,5,37.50%,2.51
10101011,5,37.50%,2.51
11111010,4,50.00%,1.41
1110111,6,25.00%,5.66
11011101,2,75.00%,0.63
1101001,4,50.00%,1.41
11101101,2,75.00%,0.63
100010,6,25.00%,5.66
101010,5,37.50%,2.51
1011101,3,62.50%,0.91
10000001,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1000010,4,50.00%,1.41
1000,3,62.50%,0.91
1110101,5,37.50%,2.51
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
10101,5,37.50%,2.51
10100,4,50.00%,1.41
1010110,4,50.00%,1.41
1110100,4,50.00%,1.41
1,5,37.50%,2.51
1010101,4,50.00%,1.41
10001,6,25.00%,5.66
1010110,4,50.00%,1.41
101,4,50.00%,1.41
110,4,50.00%,1.41
1100010,5,37.50%,2.51
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
10111010,5,37.50%,2.51
11101111,3,62.50%,0.91
11101111,3,62.50%,0.91
10101111,4,50.00%,1.41
10101000,3,62.50%,0.91
1010101,4,50.00%,1.41
11011110,2,75.00%,0.63
1110011,7,12.50%,22.63
1001111,3,62.50%,0.91
10110101,5,37.50%,2.51
1000101,3,62.50%,0.91
10101011,5,37.50%,2.51
10111011,6,25.00%,5.66
10101011,5,37.50%,2.51
10101011,5,37.50%,2.51
10101010,4,50.00%,1.41
10010101,4,50.00%,1.41
10111010,5,37.50%,2.51
10101010,4,50.00%,1.41
1010110,4,50.00%,1.41
1001111,3,62.50%,0.91
1010001,5,37.50%,2.51
10101010,4,50.00%,1.41
1010000,4,50.00%,1.41
10,5,37.50%,2.51
11101010,3,62.50%,0.91
1010101,4,50.00%,1.41
1010001,5,37.50%,2.51
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
10010101,4,50.00%,1.41
10011,7,12.50%,22.63
100010,6,25.00%,5.66
100001,6,25.00%,5.66
10111,6,25.00%,5.66
10101010,4,50.00%,1.41
1010000,4,50.00%,1.41
10101,5,37.50%,2.51
1000010,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
10101010,4,50.00%,1.41
10101010,4,50.00%,1.41
110100,5,37.50%,2.51
1010100,3,62.50%,0.91
1010100,3,62.50%,0.91
1010111,5,37.50%,2.51
10100110,4,50.00%,1.41
10101010,4,50.00%,1.41
1101110,3,62.50%,0.91
11101011,4,50.00%,1.41
10000000,3,62.50%,0.91
10001001,3,62.50%,0.91
10101010,4,50.00%,1.41
11101110,2,75.00%,0.63
10111001,5,37.50%,2.51
1010000,4,50.00%,1.41
1000111,4,50.00%,1.41
11001101,1,87.50%,0.46
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
0,4,50.00%,1.41
